38,3,3,25,78,23,8,25,38,8,78,3,39,38,23,39,8,23,38,25,7,25,78,39,8,7,23,8,78,39,7,8,25,25,25,78,3,39,23,23,25,39,3,23,78,38,25,39,25,3,25,38,39,25,23,38,7,3,38,23,78,8,3,3,38,38,78,8,39,39,7,39,7,3,8,38,78,25,7,8,3,3,25,38,39,25,7,39,8,39,39,8,8,39,38,39,25,8,38,23,38,3,23,25,7,23,3,7,25,3,3,78,39,3,25,25,38,3,8,25,25,25,23,78,3,3,38,38
7,3,23,3,78,38,39,7,3,39,39,38,23,38,39,38,3,23,7,23,7,23,25,38,23,78,39,38,38,78,3,7,38,25,7,3,78,38,23,38,78,23,23,23,38,38,38,78,78,39,39,38,23,3,7,25,8,3,3,39,38,38,8,3,25,38,78,8,23,3,7,23,25,39,25,25,39,39,3,23,78,38,78,3,25,39,3,38,38,23,3,39,25,7,25,8,38,7,38,38,39,3,39,38,25,7,8,23,23,39,8,23,7,3,7,25,8,25,3,38,38,38,7,3,78,25,7,39
3,38,7,23,78,25,78,23,78,39,78,78,3,38,7,23,25,8,78,25,38,38,25,25,25,39,78,38,3,39,23,3,38,78,39,39,39,38,7,39,3,3,7,3,7,78,8,8,25,7,25,39,78,8,8,7,8,7,39,3,38,39,78,7,7,39,78,7,3,38,8,38,25,8,25,23,39,39,3,3,25,25,3,3,78,78,8,39,39,23,39,38,3,39,8,78,8,39,78,39,7,38,3,25,3,23,8,3,38,78,7,39,3,7,39,8,8,23,23,78,8,39,7,8,39,39,8,25
39,39,38,23,39,25,78,23,38,25,3,25,38,3,38,7,39,38,25,39,3,8,25,78,78,3,78,39,38,78,7,8,23,3,7,8,23,39,23,3,23,7,7,23,38,7,3,78,23,8,7,38,7,78,3,7,38,7,39,3,7,8,78,38,39,25,78,8,25,38,3,23,7,78,39,23,7,8,39,7,25,25,7,3,25,23,23,39,23,38,3,8,3,38,78,39,7,39,78,25,25,25,78,8,3,78,3,8,23,78,78,39,25,8,38,7,39,78,25,38,39,25,3,78,8,8,23,23
7,23,78,3,7,38,25,39,78,7,23,25,39,7,38,25,7,7,7,39,3,78,3,8,23,8,3,8,39,23,38,39,38,8,23,3,38,25,78,39,39,23,78,8,23,3,23,38,8,25,39,38,25,23,3,25,7,3,3,3,7,8,25,7,25,3,3,8,25,3,7,23,39,39,8,78,7,25,23,38,25,25,23,7,25,3,25,38,78,38,3,8,7,39,25,25,7,78,7,39,25,23,3,38,78,39,8,78,39,23,25,23,39,38,78,8,7,3,39,23,3,3,25,38,78,39,39,8
8,8,38,8,39,39,8,23,25,78,38,23,8,23,7,39,7,3,78,8,3,3,8,38,3,8,23,8,39,39,39,8,39,3,23,38,25,23,25,8,23,78,7,25,8,78,23,38,7,8,39,39,78,25,25,3,78,39,23,7,78,7,7,23,3,3,7,78,38,23,39,23,25,7,39,25,8,38,39,78,38,38,25,39,78,25,38,39,8,78,23,25,8,25,7,38,3,78,3,7,23,78,39,7,8,38,8,39,25,8,23,23,3,23,38,23,25,39,78,23,25,25,25,8,23,38,8,7
23,38,23,39,23,39,7,23,78,39,25,38,7,39,3,78,25,3,78,23,8,78,23,3,7,25,25,7,25,25,25,7,25,39,3,78,78,38,8,38,38,39,39,25,3,7,8,8,3,23,23,78,7,78,8,3,8,7,25,23,8,78,39,25,39,23,78,7,8,23,25,8,78,39,78,23,7,78,25,3,38,38,78,23,39,25,8,25,39,7,23,8,23,23,8,8,7,39,25,78,8,39,78,23,23,38,7,39,3,3,39,3,3,39,3,8,78,78,38,7,23,7,39,3,39,38,7,39
25,25,25,25,78,3,3,39,38,38,3,7,23,38,23,78,38,38,78,78,78,25,8,3,39,39,8,23,38,23,39,25,23,39,3,25,38,8,38,23,23,25,78,38,3,23,8,39,39,25,3,38,7,7,8,38,23,8,7,78,38,23,78,3,8,23,8,78,8,78,3,23,78,25,3,78,8,8,8,7,3,3,39,39,78,25,78,78,23,38,39,8,3,7,3,78,78,38,25,3,8,3,38,7,23,7,23,3,78,25,23,39,25,7,23,38,7,38,7,38,39,3,25,39,38,38,78,78
25,38,23,23,3,39,7,25,39,8,78,7,38,3,3,7,3,78,78,39,3,3,39,3,39,3,7,39,78,7,3,3,78,8,38,25,23,38,23,38,23,7,7,78,7,25,25,25,7,39,8,25,39,25,7,39,23,8,7,8,23,38,3,78,38,23,39,8,25,39,25,78,38,3,25,23,23,39,8,23,23,25,38,3,78,8,7,3,25,25,7,23,7,23,39,8,3,8,7,7,8,38,38,25,25,78,3,39,7,39,78,78,23,38,8,3,8,78,8,3,7,23,25,78,7,78,39,7
3,3,78,23,3,78,23,78,25,7,25,78,3,39,78,7,3,78,25,39,25,78,7,39,78,78,39,23,7,38,23,8,39,8,25,8,3,39,23,38,78,25,25,8,23,38,7,39,7,25,39,78,78,23,39,39,38,25,3,38,38,25,8,78,78,8,25,78,38,38,38,25,38,25,8,7,7,39,7,38,23,23,23,38,8,7,25,78,23,7,39,23,25,23,38,7,38,7,8,38,7,23,8,8,3,23,23,39,39,39,3,78,8,78,78,38,78,25,39,7,78,25,25,7,7,23,39,38
25,8,7,78,39,25,25,39,7,38,39,23,25,7,7,25,25,38,39,39,8,7,38,25,23,78,8,25,39,39,8,39,8,3,8,38,3,78,8,25,8,3,78,25,23,78,38,39,8,3,25,8,8,7,39,39,23,78,78,78,3,39,8,25,38,23,8,38,78,7,78,3,7,7,38,38,23,25,8,38,7,25,78,25,25,23,78,39,23,78,39,8,3,3,7,8,25,78,39,7,23,39,8,8,25,3,78,38,7,23,25,39,8,8,23,3,78,78,38,38,25,39,25,25,7,3,25,7
39,38,39,78,78,38,23,38,25,38,25,38,3,78,39,7,39,25,3,78,38,8,8,39,38,8,8,39,39,78,39,78,8,7,78,23,3,78,3,7,7,7,78,23,23,25,3,39,7,23,3,78,8,25,78,39,25,38,78,23,38,3,39,78,3,38,7,3,3,78,38,23,38,39,8,8,38,3,23,25,23,39,23,8,23,8,78,8,3,25,8,39,39,23,38,38,23,8,38,7,8,25,38,25,25,39,3,8,39,39,3,25,39,8,23,78,7,25,8,39,25,23,25,25,8,38,23,39
8,23,78,23,23,3,8,78,25,7,3,7,78,23,7,7,7,38,23,78,7,3,8,8,25,38,7,39,39,7,25,39,3,8,8,23,3,39,7,39,3,7,7,39,8,3,7,39,7,78,3,8,3,78,38,7,78,78,7,8,38,39,23,78,38,39,78,23,78,78,25,25,8,25,39,7,38,8,39,78,7,23,23,78,3,39,78,3,25,3,78,39,25,78,3,8,25,23,38,23,39,23,8,78,78,23,23,8,25,23,38,23,3,8,8,23,23,39,78,23,25,7,3,23,23,7,78,38
8,3,23,78,7,3,8,23,23,3,8,39,25,78,7,23,8,38,7,23,7,39,23,78,39,39,78,25,25,39,39,3,7,39,25,8,39,38,8,3,39,8,39,8,3,78,38,39,23,25,23,8,3,8,38,39,78,38,39,25,7,7,25,7,25,78,7,23,39,8,38,25,23,3,7,7,7,38,23,7,39,8,7,38,8,7,8,25,25,23,78,39,38,3,38,78,3,38,8,25,78,3,38,7,78,39,39,39,39,38,8,7,39,3,7,7,8,3,39,38,78,78,38,38,25,25,39,78
25,7,23,78,8,7,39,25,3,7,78,23,7,7,8,3,23,25,7,25,39,23,38,3,39,3,8,7,23,38,39,7,7,38,39,38,23,3,78,23,7,8,38,7,3,8,78,25,25,78,78,39,7,3,7,23,3,25,8,39,39,38,39,38,39,38,23,78,7,38,78,78,3,78,25,8,39,8,25,7,3,8,25,3,25,78,25,23,78,23,39,78,39,23,7,3,78,3,23,38,8,7,3,78,39,78,7,39,25,25,25,3,8,8,23,8,78,38,3,7,38,38,38,78,8,8,3,8
38,78,78,3,7,8,8,3,78,3,8,25,3,8,8,3,3,8,23,3,78,25,7,25,7,7,25,7,23,7,39,3,38,23,38,8,25,38,3,25,7,38,39,38,3,3,78,7,23,38,78,39,8,38,3,8,38,38,25,25,3,7,23,78,23,38,25,23,7,23,7,25,3,23,39,78,23,25,25,8,39,23,25,38,8,23,25,38,3,39,25,25,7,23,38,38,7,23,25,3,3,39,3,38,7,25,7,8,39,38,78,8,3,8,25,23,78,25,25,3,25,25,78,38,7,23,25,7
8,78,25,23,8,38,25,7,7,3,39,8,38,39,8,3,78,3,39,38,23,23,78,25,78,23,78,38,25,7,8,39,3,7,78,38,38,25,23,25,25,7,39,78,3,7,7,3,3,7,25,25,3,39,8,8,78,8,3,3,23,38,39,25,39,38,78,3,25,78,39,7,7,38,38,23,3,8,78,38,7,23,23,38,78,3,39,78,23,7,38,7,39,8,3,38,38,23,7,78,25,7,38,23,3,23,78,78,7,7,25,3,38,3,25,25,7,38,25,23,23,7,8,3,78,78,23,78
78,38,8,38,78,39,23,39,3,25,3,8,8,7,78,38,3,78,38,78,38,25,23,38,78,3,39,38,3,7,3,23,7,78,3,7,8,25,78,78,23,25,39,39,25,25,3,8,7,7,38,23,25,3,38,25,8,78,39,3,39,7,39,7,23,25,25,8,25,8,7,25,23,38,25,25,7,23,3,78,39,7,25,78,3,7,8,78,39,78,38,23,8,23,7,3,78,7,39,23,39,25,25,78,23,7,78,23,3,3,39,7,23,23,25,39,3,8,78,3,7,23,7,3,39,38,8,39
78,38,8,78,23,8,78,7,78,25,8,7,38,38,78,39,25,78,39,78,8,3,38,23,3,7,7,7,38,7,3,38,38,7,23,3,3,3,3,39,23,38,39,3,3,7,38,78,3,25,23,78,78,3,78,3,8,7,8,39,3,25,25,38,3,25,3,39,25,25,39,3,78,38,25,23,23,38,23,38,25,8,78,3,23,25,23,25,39,7,39,23,25,78,38,78,7,7,23,25,7,38,25,78,38,39,39,78,3,25,8,7,3,23,3,7,3,78,25,8,38,39,23,78,7,23,7,39
38,7,25,8,39,38,39,23,39,3,3,38,78,7,7,3,3,38,38,7,39,7,38,23,38,8,38,3,7,3,39,38,23,39,7,25,8,3,25,38,3,38,7,25,23,7,25,39,78,25,25,25,38,78,25,25,38,39,7,3,7,78,23,7,8,38,38,8,8,8,8,78,38,7,8,38,39,8,7,25,8,7,78,25,38,23,23,78,23,38,38,8,23,23,23,23,8,38,23,3,23,3,78,38,25,78,7,3,3,7,78,25,25,23,39,23,38,23,25,38,3,38,25,23,38,25,39,78
7,23,3,7,38,7,39,8,8,8,23,8,38,3,3,25,3,78,39,78,3,78,23,7,23,39,8,25,39,8,20,20,20,20,231,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,38,23,78,23,23,38,8,39,7,39,7,7,38,39,38,38,78,39,38,8,23,23,7,39,38,7,78,25
3,39,38,25,7,25,3,7,38,3,38,3,78,39,39,25,78,23,38,78,25,78,23,3,8,23,25,23,38,39,20,20,20,20,20,20,20,20,231,20,20,20,20,20,20,20,20,20,97,239,20,20,20,20,20,20,20,20,85,20,20,20,20,20,20,20,20,20,20,239,207,20,20,20,20,20,20,20,204,99,20,20,20,20,20,20,20,20,20,20,20,20,239,99,20,20,20,20,20,20,7,25,7,7,23,8,3,23,7,78,3,78,23,3,7,23,3,39,78,7,7,3,8,25,23,3,23,3
78,23,7,8,8,8,78,7,78,38,25,7,38,3,25,8,38,3,3,25,78,78,78,8,3,38,3,23,38,8,20,20,20,20,99,20,232,20,20,20,20,97,105,20,232,204,20,20,20,20,20,239,213,20,20,20,20,20,20,207,97,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,105,230,20,20,204,20,20,20,20,20,255,20,20,20,20,20,20,20,78,25,39,8,7,7,3,23,3,7,23,3,8,78,78,39,78,3,3,39,7,7,23,8,39,23,38,23
38,38,8,38,8,25,8,3,8,39,23,23,78,25,38,8,3,7,8,3,38,78,23,39,25,78,38,78,38,38,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,213,204,20,20,20,20,20,20,20,20,228,154,20,20,20,20,20,20,20,20,207,207,20,201,20,20,20,20,20,20,20,20,20,20,213,20,20,20,20,20,20,20,20,20,20,20,8,3,38,23,78,25,23,78,23,25,7,39,3,39,38,23,38,23,7,39,25,7,38,25,8,38,7,23
25,39,39,78,23,38,3,23,3,25,25,3,38,39,39,23,23,25,78,3,8,8,8,78,25,78,38,39,23,8,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,78,39,23,25,78,25,7,23,38,3,78,8,3,8,25,78,23,8,25,23,25,38,78,3,25,38,23,25
38,3,78,7,38,38,8,7,7,7,78,39,38,8,39,38,38,23,23,7,8,8,8,38,3,78,7,8,23,78,20,20,207,20,20,20,20,20,20,20,20,119,41,52,53,41,19,41,9,19,41,41,41,19,41,80,81,19,52,53,19,5,6,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,20,154,20,20,20,20,170,20,20,20,20,20,39,3,39,7,8,23,23,8,8,23,23,3,8,7,78,7,38,3,7,39,78,38,78,3,78,8,39,7
23,78,39,8,23,38,7,7,39,8,25,78,78,3,7,39,23,39,78,25,39,7,39,38,3,23,3,3,38,23,20,20,20,20,20,20,20,20,20,20,119,173,7,33,34,19,41,7,32,7,7,7,19,52,53,7,7,7,33,34,38,1,2,87,7,7,7,7,7,3,9,41,78,3,3,78,3,35,38,25,87,38,9,38,4,38,8,39,20,20,20,20,20,20,230,20,20,20,20,20,38,25,7,39,25,7,78,78,8,38,78,78,8,38,3,7,78,39,8,38,8,38,23,8,39,78,23,39
39,7,8,78,38,3,8,3,38,25,23,78,39,8,23,39,7,8,8,7,3,38,39,7,23,25,38,7,7,3,20,20,20,20,20,20,20,20,20,119,173,7,7,7,25,7,7,7,110,7,7,41,7,33,34,7,7,41,19,41,9,88,78,7,7,7,19,7,19,88,87,39,39,38,87,4,5,6,7,5,6,7,7,7,7,31,30,87,39,20,20,20,20,20,20,20,20,20,20,20,3,7,3,8,38,25,8,23,23,23,78,23,25,25,8,7,23,25,23,78,23,38,7,3,78,25,25,78
38,7,25,8,23,25,8,38,39,7,8,25,7,39,78,3,3,38,78,39,7,8,7,25,7,7,8,3,78,7,20,20,20,20,85,20,20,20,119,173,78,7,7,7,7,7,7,80,81,25,9,38,35,7,7,7,7,39,87,7,7,4,23,5,6,7,7,23,7,5,6,9,5,191,3,87,1,2,7,1,2,23,8,7,7,7,29,7,23,20,20,20,20,20,20,20,20,20,20,20,23,23,38,39,8,78,7,25,38,38,38,39,23,23,39,23,8,78,8,38,38,8,8,38,3,8,23,8
38,25,38,3,39,7,7,7,3,25,3,25,3,3,25,23,39,39,78,3,8,38,8,3,78,3,8,23,7,3,20,20,20,20,201,20,20,119,173,7,88,7,7,7,7,7,7,7,7,7,7,7,7,7,7,38,78,25,7,7,41,78,9,165,2,8,38,41,87,1,2,19,1,2,50,29,30,9,7,7,84,7,41,5,6,29,29,5,6,20,20,20,20,154,20,20,20,20,20,20,25,78,78,39,39,3,3,7,39,8,39,8,7,39,7,23,25,78,38,3,39,7,23,3,3,25,38,8
23,78,8,23,23,8,39,78,38,25,25,23,3,78,78,23,23,23,25,8,3,38,78,23,38,8,3,25,3,7,20,20,20,20,20,20,20,157,3,7,3,7,7,7,7,7,7,20,20,20,20,20,20,20,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,19,7,23,28,29,30,38,29,7,7,7,7,29,7,1,2,29,7,1,2,20,20,20,20,20,20,20,20,20,20,20,3,3,39,25,25,3,3,7,3,8,78,25,7,8,25,78,7,8,7,78,23,8,7,39,3,23,39,3
78,25,23,39,23,25,78,8,3,38,23,23,25,25,3,39,39,8,8,23,8,7,3,38,39,25,25,25,3,7,20,20,20,20,20,20,20,157,3,7,9,3,38,7,7,20,20,20,239,20,20,20,20,97,20,7,7,7,7,7,5,6,7,7,41,7,7,5,6,7,7,21,29,9,7,139,29,7,5,191,50,29,23,193,7,29,7,7,7,4,20,207,20,20,20,20,20,20,20,20,23,7,8,39,78,38,25,25,3,78,3,7,7,38,3,78,3,3,3,38,7,78,39,25,7,25,38,8
23,25,38,78,25,25,7,8,78,38,38,25,23,39,3,23,25,23,23,39,8,39,8,25,3,23,25,7,25,23,20,20,20,20,20,20,20,156,3,7,78,25,4,7,7,213,20,20,20,85,20,97,255,20,20,7,7,7,7,7,1,2,7,7,5,6,7,1,2,7,38,21,5,6,7,7,29,21,165,2,21,87,41,205,7,30,50,5,6,39,20,20,20,20,20,20,20,20,20,20,7,39,23,38,39,7,23,23,7,78,25,78,8,38,39,25,23,25,39,25,39,23,7,3,25,8,8,7
39,78,8,78,8,38,25,25,78,78,3,23,39,23,25,23,39,7,8,23,25,78,39,38,78,78,78,25,38,78,20,20,20,20,20,20,20,135,25,7,7,7,7,7,20,20,239,99,20,204,20,20,20,99,20,7,8,23,8,4,39,23,25,7,1,2,7,7,190,7,7,102,1,2,7,7,7,134,29,29,29,78,88,38,7,7,50,1,2,35,20,20,20,20,20,20,20,20,20,20,3,25,7,38,7,8,23,7,3,8,23,8,7,25,25,38,8,3,8,78,25,39,23,23,8,8,8,3
23,8,7,8,39,38,23,39,39,3,3,23,23,39,3,38,78,7,38,39,8,25,3,3,3,8,25,23,7,8,20,20,20,20,20,20,20,157,88,7,7,25,7,7,20,20,20,20,97,20,20,20,20,20,20,38,8,87,23,4,7,7,87,31,21,50,29,7,5,191,4,7,7,7,5,6,7,102,5,6,7,7,7,7,5,6,29,7,5,191,20,20,20,20,20,20,20,20,20,20,7,8,7,78,8,25,38,8,7,3,8,25,3,78,3,3,3,8,7,3,3,25,39,3,23,25,3,25
7,25,3,39,7,25,23,3,78,8,39,8,8,23,3,23,8,38,23,39,8,3,78,78,39,23,7,25,25,23,20,20,20,20,20,20,20,156,7,7,7,97,20,213,170,20,231,20,20,20,170,20,20,20,88,87,4,4,7,7,7,7,32,32,7,7,29,29,1,2,7,7,7,7,1,2,7,7,1,2,7,7,41,25,1,2,29,8,1,2,20,20,99,20,20,20,20,20,20,20,3,7,23,78,25,39,8,8,78,25,3,38,8,38,39,25,7,3,3,23,39,25,39,78,39,38,23,78
7,23,25,38,38,7,25,8,25,3,38,25,78,3,38,8,7,3,78,7,39,23,25,7,39,38,38,78,3,23,20,20,20,212,201,20,20,156,7,7,78,20,20,20,20,20,20,20,20,20,20,20,213,20,25,7,7,7,7,7,7,9,110,110,7,5,6,30,7,7,5,6,7,7,7,41,7,7,7,7,87,78,38,38,39,29,29,41,39,23,20,20,20,20,20,204,20,20,20,20,7,23,7,78,7,23,7,7,78,38,78,38,8,7,7,23,7,25,38,78,39,25,39,23,7,8,3,78
39,8,39,23,23,78,25,8,38,38,3,78,8,78,78,25,78,39,8,39,23,3,23,3,38,3,8,78,8,39,20,20,20,20,20,20,20,157,78,7,7,20,232,20,85,20,97,212,20,170,170,20,20,20,97,7,7,7,41,7,7,7,4,23,7,1,2,134,29,29,1,2,41,7,7,190,7,5,6,190,78,25,19,5,6,29,7,23,9,8,35,20,20,20,20,20,20,20,20,20,38,23,3,3,25,78,23,25,7,7,78,7,25,23,8,78,8,23,39,8,8,23,38,78,25,78,78,78
78,8,25,39,7,78,7,25,25,78,78,78,39,8,25,78,23,39,25,78,3,39,39,39,39,38,39,25,7,78,20,20,20,20,20,20,20,156,87,7,7,7,20,20,20,20,20,20,20,20,20,20,20,20,7,7,7,7,7,9,7,7,78,78,7,84,205,7,7,29,29,23,7,7,7,7,7,1,2,38,39,41,39,1,2,134,5,6,4,87,25,20,20,20,105,20,20,20,20,20,39,3,8,78,78,25,25,23,78,39,8,8,78,38,25,23,7,7,25,78,25,23,78,39,7,38,7,3
39,25,39,25,39,38,7,39,38,8,38,38,39,39,25,39,7,78,3,8,23,8,25,78,3,25,23,25,38,38,20,20,20,20,20,204,20,156,78,7,7,7,20,20,204,20,20,239,213,20,213,20,97,20,7,7,78,88,7,7,5,6,3,87,8,7,87,111,7,7,29,134,205,7,5,6,31,29,7,23,9,23,4,19,3,30,1,2,3,5,6,20,20,20,97,20,20,20,20,20,38,78,25,38,23,38,78,8,7,8,7,3,23,25,38,23,78,8,39,7,25,8,38,3,7,23,23,3
78,39,7,38,7,3,7,3,8,23,3,25,8,78,39,78,8,7,78,3,25,23,25,25,38,25,78,78,7,39,20,20,20,20,20,212,20,157,4,7,7,7,20,20,20,255,20,20,20,20,20,20,20,7,7,3,23,38,7,7,1,2,8,78,3,5,6,7,7,5,6,134,7,7,1,2,7,29,7,5,191,7,7,7,7,29,29,29,7,1,2,20,20,20,20,20,20,20,20,20,8,23,8,23,3,7,7,38,78,38,78,23,7,8,8,39,78,23,39,39,3,3,23,39,39,38,39,38
38,39,38,38,23,25,8,78,8,38,78,38,38,39,23,78,38,7,38,8,39,7,3,3,23,8,23,25,3,39,20,20,20,20,20,99,20,135,35,7,7,7,7,20,20,20,20,20,20,20,7,7,7,7,78,87,38,7,7,7,7,7,5,191,39,1,2,7,7,1,2,88,7,190,7,7,38,29,21,165,2,7,7,5,6,29,29,29,25,7,78,20,20,20,20,20,20,20,20,20,25,8,8,3,25,39,78,8,3,78,23,78,25,39,38,8,3,38,78,7,8,38,78,7,39,23,25,39
8,78,38,39,7,38,7,25,38,25,39,25,78,38,3,39,38,8,8,39,8,8,23,23,25,78,7,3,38,23,20,20,20,20,20,20,20,135,25,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,1,2,5,6,19,39,19,7,7,7,205,7,7,5,6,9,29,7,7,7,7,1,2,29,29,21,87,7,20,20,20,20,20,213,20,20,20,20,3,25,8,78,23,25,25,3,78,39,8,38,7,38,38,8,23,8,25,3,3,3,25,38,38,78,25,25
78,8,25,7,3,8,78,23,78,39,25,7,23,78,39,23,3,3,23,8,38,25,3,38,8,39,7,7,38,7,20,20,20,20,20,20,20,157,23,7,39,7,7,7,7,7,7,87,7,88,7,7,7,7,7,7,7,7,7,41,7,7,7,87,1,2,7,7,3,4,7,5,6,87,7,1,2,30,28,5,6,7,7,7,3,29,50,8,5,6,20,20,20,20,20,204,20,20,20,20,3,8,8,38,3,23,3,8,39,38,3,38,3,23,25,38,7,38,3,7,78,39,39,7,3,39,38,8
